"row_idx","archivo_origen","duracion_hrs","distancia_km","velocidad_kmh","hora_inicio","hora_fin","comuna","via","indice_coord","lon","lat","alt","fecha","segment_id","fecha_dia","reset_flag","lat_prev","lon_prev","dist_from_prev_km","__jump_thr__","jump_flag","new_segment_flag","segment_seq"
"570","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","1","-73.035452","-36.816361","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.816026","-73.034669","0.07903095809977245","0.4","False","False","89"
"571","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","2","-73.035633","-36.816434","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.816361","-73.035452","0.018041517095533487","0.4","False","False","89"
"572","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","3","-73.036723","-36.816893","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.816434","-73.035633","0.1096343136485077","0.4","False","False","89"
"573","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","4","-73.037973","-36.817412","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.816893","-73.036723","0.12534706749572835","0.4","False","False","89"
"574","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","5","-73.038735","-36.817728","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.817412","-73.037973","0.07639167631903622","0.4","False","False","89"
"575","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","6","-73.039237","-36.817934","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.817728","-73.038735","0.05021517945037143","0.4","False","False","89"
"576","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","7","-73.040517","-36.818461","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.817934","-73.039237","0.12812664544441438","0.4","False","False","89"
"577","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","8","-73.041769","-36.81898","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.818461","-73.040517","0.1255031100820016","0.4","False","False","89"
"578","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","9","-73.041829","-36.819003","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.81898","-73.041769","0.0059216676520973295","0.4","False","False","89"
"579","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","10","-73.042275","-36.819196","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.819003","-73.041829","0.04512993117114748","0.4","False","False","89"
"580","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","11","-73.043047","-36.819554","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.819196","-73.042275","0.0794168107034289","0.4","False","False","89"
"581","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","12","-73.043627","-36.819759","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.819554","-73.043047","0.05643674595303002","0.4","False","False","89"
"582","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","13","-73.043707","-36.81978","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.819759","-73.043627","0.0074942300088328495","0.4","False","False","89"
"583","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.93","23.67","18:25","19:05","Concepción","Av. Los Carrera","14","-73.043982","-36.819774","126.74437157967084","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::89","2025-07-01","False","-36.81978","-73.043707","0.024488047994986682","0.4","False","False","89"
"584","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","0","-73.054861","-36.830927","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","True","-36.819774","-73.043982","1.5734139852680362","0.4","False","True","90"
"585","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","1","-73.055487","-36.829961","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.830927","-73.054861","0.12100434593524693","0.4","False","False","90"
"586","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","2","-73.056158","-36.828913","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.829961","-73.055487","0.13094434846448474","0.4","False","False","90"
"587","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","3","-73.056795","-36.82791","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.828913","-73.056158","0.12511216395460306","0.4","False","False","90"
"588","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","4","-73.057134","-36.827386","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.82791","-73.056795","0.06561515830893015","0.4","False","False","90"
"589","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","5","-73.057471","-36.826874","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.827386","-73.057134","0.0643501140768598","0.4","False","False","90"
"590","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","6","-73.057958","-36.826108","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.826874","-73.057471","0.09557064236037016","0.4","False","False","90"
"591","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","7","-73.058067","-36.825931","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.826108","-73.057958","0.02194281373331205","0.4","False","False","90"
"592","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","8","-73.05814","-36.825817","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.825931","-73.058067","0.014244471668933445","0.4","False","False","90"
"593","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.76","24.58","18:05","19:00","Concepción","Obispo Hipólito Salas","9","-73.058754","-36.824866","122.06595024633206","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::90","2025-07-01","False","-36.825817","-73.05814","0.11903379173008834","0.4","False","False","90"
"594","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","0","-73.161908","-36.999725","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","True","-36.824866","-73.058754","21.49782913988286","0.4","False","True","91"
"595","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","1","-73.160528","-36.999592","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999725","-73.161908","0.12343965143054975","0.4","False","False","91"
"596","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","2","-73.159924","-36.99952","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999592","-73.160528","0.05423233560239203","0.4","False","False","91"
"597","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","3","-73.159329","-36.999449","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.99952","-73.159924","0.05342548343642839","0.4","False","False","91"
"598","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","4","-73.158739","-36.999383","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999449","-73.159329","0.052906438337980234","0.4","False","False","91"
"599","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","5","-73.15818","-36.999323","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999383","-73.158739","0.05008836791686308","0.4","False","False","91"
"600","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","6","-73.157612","-36.999248","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999323","-73.15818","0.0511261001366547","0.4","False","False","91"
"601","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","7","-73.157433","-36.999248","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999248","-73.157612","0.015896134006365883","0.4","False","False","91"
"602","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","8","-73.157129","-36.999306","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999248","-73.157433","0.027756432968000608","0.4","False","False","91"
"603","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","9","-73.156593","-36.999413","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999306","-73.157129","0.0490639823743024","0.4","False","False","91"
"604","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","10","-73.156218","-36.999493","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999413","-73.156593","0.03446949600330304","0.4","False","False","91"
"605","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","11","-73.155829","-36.999572","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999493","-73.156218","0.03564449258831555","0.4","False","False","91"
"606","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","12","-73.15546","-36.999648","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999572","-73.155829","0.033841126120624225","0.4","False","False","91"
"607","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","13","-73.155079","-36.999736","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999648","-73.15546","0.03522114429420034","0.4","False","False","91"
"608","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","14","-73.154655","-36.999852","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999736","-73.155079","0.03980117763683788","0.4","False","False","91"
"609","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.92","0.71","21.41","12:15","13:10","Coronel","Los Chiflones","15","-73.15412","-36.999893","140.13781206065806","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::91","2025-07-01","False","-36.999852","-73.154655","0.047728636091703094","0.4","False","False","91"
"610","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","0","-73.151731","-37.009819","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","True","-36.999893","-73.15412","1.1239245742761155","0.4","False","True","92"
"611","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","1","-73.152247","-37.010045","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.009819","-73.151731","0.05225632655518209","0.4","False","False","92"
"612","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","2","-73.153093","-37.010401","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.010045","-73.152247","0.08491040620005899","0.4","False","False","92"
"613","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","3","-73.153238","-37.010466","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.010401","-73.153093","0.014764871653100002","0.4","False","False","92"
"614","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","4","-73.153997","-37.010784","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.010466","-73.153238","0.07610623171551134","0.4","False","False","92"
"615","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","5","-73.154822","-37.011127","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.010784","-73.153997","0.08258727648628102","0.4","False","False","92"
"616","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","6","-73.155642","-37.011484","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.011127","-73.154822","0.08292728509260489","0.4","False","False","92"
"617","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","7","-73.156476","-37.011851","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.011484","-73.155642","0.08455151699841014","0.4","False","False","92"
"618","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","8","-73.157468","-37.012078","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.011851","-73.156476","0.09162541111313262","0.4","False","False","92"
"619","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","9","-73.158082","-37.012194","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.012078","-73.157468","0.05602227595637863","0.4","False","False","92"
"620","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.66","17.72","17:20","18:05","Coronel","Av. Yobilo","10","-73.158452","-37.012285","169.32497957089657","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::92","2025-07-01","False","-37.012194","-73.158082","0.03437533700879253","0.4","False","False","92"
"621","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","0","-72.340881","-37.472456","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","True","-37.012285","-73.158452","88.63297550169291","0.4","False","True","93"
"622","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","1","-72.34101","-37.472077","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.472456","-72.340881","0.043653492404132466","0.4","False","False","93"
"623","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","2","-72.341054","-37.471917","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.472077","-72.34101","0.018210023730243455","0.4","False","False","93"
"624","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","3","-72.341106","-37.471757","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.471917","-72.341054","0.018373521566383184","0.4","False","False","93"
"625","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","4","-72.341451","-37.470665","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.471757","-72.341106","0.12518399361994006","0.4","False","False","93"
"626","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","5","-72.341491","-37.470561","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.470665","-72.341451","0.012091077029928732","0.4","False","False","93"
"627","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","6","-72.341588","-37.470225","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.470561","-72.341491","0.03832970543018941","0.4","False","False","93"
"628","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","7","-72.341856","-37.469359","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.470225","-72.341588","0.09915704187728337","0.4","False","False","93"
"629","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","8","-72.341885","-37.469267","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.469359","-72.341856","0.010545238901732326","0.4","False","False","93"
"630","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","9","-72.342189","-37.468351","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.469267","-72.341885","0.10532892560953844","0.4","False","False","93"
"631","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","10","-72.342359","-37.46792","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.468351","-72.342189","0.050218640247747075","0.4","False","False","93"
"632","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","11","-72.342542","-37.467352","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.46792","-72.342359","0.06519110325823275","0.4","False","False","93"
"633","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","12","-72.342629","-37.46712","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.467352","-72.342542","0.02691568295000248","0.4","False","False","93"
"634","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","13","-72.34266","-37.467014","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.46712","-72.342629","0.012100046113651978","0.4","False","False","93"
"635","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.75","0.64","21.66","17:20","18:05","Los Angeles","Balmaceda","14","-72.342715","-37.466827","138.47289160611916","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::93","2025-07-01","False","-37.467014","-72.34266","0.021352539254698048","0.4","False","False","93"
"636","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","0","-73.045176","-36.864526","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","True","-37.466827","-72.342715","91.43164054141081","0.4","False","True","94"
"637","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","1","-73.045081","-36.864617","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.864526","-73.045176","0.013183913220000159","0.4","False","False","94"
"638","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","2","-73.044817","-36.86491","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.864617","-73.045081","0.040162892631890025","0.4","False","False","94"
"639","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","3","-73.044583","-36.865233","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.86491","-73.044817","0.041512753979441416","0.4","False","False","94"
"640","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","4","-73.044341","-36.865672","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.865233","-73.044583","0.0533512003847373","0.4","False","False","94"
"641","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","5","-73.044192","-36.866065","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.865672","-73.044341","0.04566574126333056","0.4","False","False","94"
"642","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","6","-73.044111","-36.866741","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.866065","-73.044192","0.07551246552847912","0.4","False","False","94"
"643","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","7","-73.043986","-36.8682","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.866741","-73.044111","0.16261426580183064","0.4","False","False","94"
"644","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","8","-73.043981","-36.868297","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.8682","-73.043986","0.01079509001076567","0.4","False","False","94"
"645","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.67","0.65","20.9","07:25","08:05","Chiguayante","Av. Costanera","9","-73.043941","-36.870184","143.51290336397375","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::94","2025-07-01","False","-36.868297","-73.043981","0.20985528532945755","0.4","False","False","94"
"646","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.58","0.67","24.44","13:10","13:45","Los Angeles","Rengo","0","-72.346649","-37.46661","122.74457506093216","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::95","2025-07-01","True","-36.870184","-73.043941","90.63987675300963","0.4","False","True","95"
"647","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.58","0.67","24.44","13:10","13:45","Los Angeles","Rengo","1","-72.347128","-37.467044","122.74457506093216","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::95","2025-07-01","False","-37.46661","-72.346649","0.06415644363024726","0.4","False","False","95"
"648","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.58","0.67","24.44","13:10","13:45","Los Angeles","Rengo","2","-72.347703","-37.467506","122.74457506093216","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::95","2025-07-01","False","-37.467044","-72.347128","0.07221047381686843","0.4","False","False","95"
"649","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.58","0.67","24.44","13:10","13:45","Los Angeles","Rengo","3","-72.347869","-37.467572","122.74457506093216","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::95","2025-07-01","False","-37.467506","-72.347703","0.016385751105123164","0.4","False","False","95"
"650","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.58","0.67","24.44","13:10","13:45","Los Angeles","Rengo","4","-72.348215","-37.467574","122.74457506093216","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::95","2025-07-01","False","-37.467572","-72.347869","0.030537138276052995","0.4","False","False","95"
