"row_idx","archivo_origen","duracion_hrs","distancia_km","velocidad_kmh","hora_inicio","hora_fin","comuna","via","indice_coord","lon","lat","alt","fecha","segment_id","fecha_dia","reset_flag","lat_prev","lon_prev","dist_from_prev_km","__jump_thr__","jump_flag","new_segment_flag","segment_seq"
"0","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.76","20.47","17:15","17:30","Concepción","Martínez de Rozas","0","-73.050587","-36.820176","146.5746427651886","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::0","2025-07-01","False","","","","0.4","False","False","0"
"1","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.76","20.47","17:15","17:30","Concepción","Martínez de Rozas","1","-73.051893","-36.820715","146.5746427651886","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::0","2025-07-01","False","-36.820176","-73.050587","0.1307921200572011","0.4","False","False","0"
"2","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.76","20.47","17:15","17:30","Concepción","Martínez de Rozas","2","-73.053147","-36.821255","146.5746427651886","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::0","2025-07-01","False","-36.820715","-73.051893","0.12674769418555185","0.4","False","False","0"
"3","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.76","20.47","17:15","17:30","Concepción","Martínez de Rozas","3","-73.054417","-36.821788","146.5746427651886","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::0","2025-07-01","False","-36.821255","-73.053147","0.1276397478484242","0.4","False","False","0"
"4","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.76","20.47","17:15","17:30","Concepción","Martínez de Rozas","4","-73.055626","-36.822288","146.5746427651886","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::0","2025-07-01","False","-36.821788","-73.054417","0.12112853593120586","0.4","False","False","0"
"5","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.76","20.47","17:15","17:30","Concepción","Martínez de Rozas","5","-73.056879","-36.822798","146.5746427651886","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::0","2025-07-01","False","-36.822288","-73.055626","0.1251204653437457","0.4","False","False","0"
"6","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.76","20.47","17:15","17:30","Concepción","Martínez de Rozas","6","-73.058141","-36.823332","146.5746427651886","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::0","2025-07-01","False","-36.822798","-73.056879","0.12705942158528424","0.4","False","False","0"
"7","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","0","-73.057982","-36.830058","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","True","-36.823332","-73.058141","0.7480319924811158","0.4","False","True","1"
"8","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","1","-73.058171","-36.82976","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","False","-36.830058","-73.057982","0.03716135069223644","0.4","False","False","1"
"9","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","2","-73.057422","-36.829447","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","False","-36.82976","-73.058171","0.07520177726978906","0.4","False","False","1"
"10","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","3","-73.056158","-36.828913","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","False","-36.829447","-73.057422","0.1272088830012751","0.4","False","False","1"
"11","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","4","-73.054908","-36.828399","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","False","-36.828913","-73.056158","0.1250771906152031","0.4","False","False","1"
"12","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","5","-73.053646","-36.827884","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","False","-36.828399","-73.054908","0.12607929504599832","0.4","False","False","1"
"13","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","6","-73.052775","-36.827525","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","False","-36.827884","-73.053646","0.08719760856214388","0.4","False","False","1"
"14","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.61","21.76","20:25","20:50","Concepción","Barros Arana","7","-73.052419","-36.827377","137.84543164115422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::1","2025-07-01","False","-36.827525","-73.052775","0.0357047307712514","0.4","False","False","1"
"15","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","0","-72.347128","-37.467044","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","True","-36.827377","-73.052419","94.69275443203972","0.4","False","True","2"
"16","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","1","-72.347703","-37.467506","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467044","-72.347128","0.07221047381686843","0.4","False","False","2"
"17","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","2","-72.347869","-37.467572","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467506","-72.347703","0.016385751105123164","0.4","False","False","2"
"18","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","3","-72.348215","-37.467574","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467572","-72.347869","0.030537138276052995","0.4","False","False","2"
"19","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","4","-72.349523","-37.467581","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467574","-72.348215","0.1154405294423919","0.4","False","False","2"
"20","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","5","-72.350733","-37.467546","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467581","-72.349523","0.10685980153690486","0.4","False","False","2"
"21","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","6","-72.352173","-37.467533","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467546","-72.350733","0.1270958875173356","0.4","False","False","2"
"22","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","7","-72.353713","-37.467531","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467533","-72.352173","0.13591339478432105","0.4","False","False","2"
"23","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.74","24.23","15:00","15:15","Los Angeles","Rengo","8","-72.355263","-37.467513","123.78825394094","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::2","2025-07-01","False","-37.467531","-72.353713","0.13681042612374983","0.4","False","False","2"
"24","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.59","16.41","16:45","17:00","Mulchén","Pantoja","0","-72.238562","-37.719116","182.82839218407537","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::3","2025-07-01","True","-37.467513","-72.355263","29.80662932870224","0.4","False","True","3"
"25","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.59","16.41","16:45","17:00","Mulchén","Pantoja","1","-72.238221","-37.718242","182.82839218407537","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::3","2025-07-01","False","-37.719116","-72.238562","0.10170765755681865","0.4","False","False","3"
"26","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.59","16.41","16:45","17:00","Mulchén","Pantoja","2","-72.237894","-37.717384","182.82839218407537","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::3","2025-07-01","False","-37.718242","-72.238221","0.09964674321629885","0.4","False","False","3"
"27","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.59","16.41","16:45","17:00","Mulchén","Pantoja","3","-72.237273","-37.715774","182.82839218407537","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::3","2025-07-01","False","-37.717384","-72.237894","0.18717196212299908","0.4","False","False","3"
"28","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.59","16.41","16:45","17:00","Mulchén","Pantoja","4","-72.236941","-37.714905","182.82839218407537","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::3","2025-07-01","False","-37.715774","-72.237273","0.1009450770280124","0.4","False","False","3"
"29","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.59","16.41","16:45","17:00","Mulchén","Pantoja","5","-72.23678","-37.714481","182.82839218407537","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::3","2025-07-01","False","-37.714905","-72.236941","0.04922778528967898","0.4","False","False","3"
"30","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.59","16.41","16:45","17:00","Mulchén","Pantoja","6","-72.236611","-37.714032","182.82839218407537","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::3","2025-07-01","False","-37.714481","-72.23678","0.05209276476056949","0.4","False","False","3"
"31","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.51","24.2","15:10","15:30","Concepción","Serrano","0","-73.060656","-36.824376","123.97435837237124","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::4","2025-07-01","True","-37.714032","-72.236611","122.8945261520428","0.4","False","True","4"
"32","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.51","24.2","15:10","15:30","Concepción","Serrano","1","-73.060006","-36.825387","123.97435837237124","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::4","2025-07-01","False","-36.824376","-73.060656","0.12643225834098173","0.4","False","False","4"
"33","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.51","24.2","15:10","15:30","Concepción","Serrano","2","-73.059402","-36.826344","123.97435837237124","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::4","2025-07-01","False","-36.825387","-73.060006","0.11922271624518654","0.4","False","False","4"
"34","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.51","24.2","15:10","15:30","Concepción","Serrano","3","-73.059329","-36.82646","123.97435837237124","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::4","2025-07-01","False","-36.826344","-73.059402","0.014442714065760967","0.4","False","False","4"
"35","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.51","24.2","15:10","15:30","Concepción","Serrano","4","-73.058727","-36.827397","123.97435837237124","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::4","2025-07-01","False","-36.82646","-73.059329","0.11716017362678273","0.4","False","False","4"
"36","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.51","24.2","15:10","15:30","Concepción","Serrano","5","-73.058059","-36.828429","123.97435837237124","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::4","2025-07-01","False","-36.827397","-73.058727","0.12924108044463828","0.4","False","False","4"
"37","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","0","-73.098399","-36.850544","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","True","-36.828429","-73.058059","4.351386461300191","0.4","False","True","5"
"38","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","1","-73.098321","-36.850545","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850544","-73.098399","0.0069412210775294594","0.4","False","False","5"
"39","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","2","-73.098217","-36.850557","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850545","-73.098321","0.009349480272447993","0.4","False","False","5"
"40","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","3","-73.098078","-36.850627","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850557","-73.098217","0.014613457434426089","0.4","False","False","5"
"41","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","4","-73.097807","-36.850731","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850627","-73.098078","0.02674279511811931","0.4","False","False","5"
"42","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","5","-73.097437","-36.850829","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850731","-73.097807","0.03467857912485395","0.4","False","False","5"
"43","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","6","-73.097327","-36.850857","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850829","-73.097437","0.010270876374362095","0.4","False","False","5"
"44","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","7","-73.09712","-36.850885","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850857","-73.097327","0.018679786829420997","0.4","False","False","5"
"45","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","8","-73.096897","-36.850919","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850885","-73.09712","0.02019909545629221","0.4","False","False","5"
"46","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","9","-73.096719","-36.850938","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850919","-73.096897","0.015978399978005764","0.4","False","False","5"
"47","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","10","-73.096098","-36.850983","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850938","-73.096719","0.05548150818763207","0.4","False","False","5"
"48","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","11","-73.094802","-36.851009","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.850983","-73.096098","0.11535181274321496","0.4","False","False","5"
"49","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.44","20.86","07:35","08:00","San Pedro de la Paz","Av. Andalué","12","-73.093578","-36.850934","143.81534549164422","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::5","2025-07-01","False","-36.851009","-73.094802","0.10922802486589489","0.4","False","False","5"
"50","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","0","-73.101425","-36.861733","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","True","-36.850934","-73.093578","1.3890070684322429","0.4","False","True","6"
"51","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","1","-73.101218","-36.861775","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.861733","-73.101425","0.018998813152733156","0.4","False","False","6"
"52","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","2","-73.101107","-36.861809","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.861775","-73.101218","0.010574127865564265","0.4","False","False","6"
"53","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","3","-73.100971","-36.861878","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.861809","-73.101107","0.014326887772857877","0.4","False","False","6"
"54","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","4","-73.100701","-36.862073","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.861878","-73.100971","0.032359616985263163","0.4","False","False","6"
"55","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","5","-73.100416","-36.862416","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.862073","-73.100701","0.04579879756024007","0.4","False","False","6"
"56","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","6","-73.099917","-36.863006","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.862416","-73.100416","0.0792135693841598","0.4","False","False","6"
"57","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","7","-73.099472","-36.863485","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.863006","-73.099917","0.06636390967779669","0.4","False","False","6"
"58","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","8","-73.099345","-36.863607","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.863485","-73.099472","0.017654570191674848","0.4","False","False","6"
"59","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","9","-73.099134","-36.863766","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.863607","-73.099345","0.025786489877766845","0.4","False","False","6"
"60","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","10","-73.099015","-36.863835","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.863766","-73.099134","0.01307452096413237","0.4","False","False","6"
"61","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","11","-73.098836","-36.863906","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.863835","-73.099015","0.017773995533181926","0.4","False","False","6"
"62","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","12","-73.098692","-36.86394","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.863906","-73.098836","0.013356892511705782","0.4","False","False","6"
"63","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","13","-73.09843","-36.863985","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.86394","-73.098692","0.02383935026431658","0.4","False","False","6"
"64","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","14","-73.098159","-36.864017","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.863985","-73.09843","0.02437012010746589","0.4","False","False","6"
"65","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.42","0.41","15.22","08:00","08:25","San Pedro de la Paz","Av. William Condom","15","-73.098038","-36.864032","197.07148490515465","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::6","2025-07-01","False","-36.864017","-73.098159","0.010892964678915444","0.4","False","False","6"
"66","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.44","24.15","10:05","10:25","Concepción","Obispo Hipólito Salas","0","-73.057134","-36.827386","124.21002995991924","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::7","2025-07-01","True","-36.864032","-73.098038","5.463759011721305","0.4","False","True","7"
"67","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.44","24.15","10:05","10:25","Concepción","Obispo Hipólito Salas","1","-73.057471","-36.826874","124.21002995991924","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::7","2025-07-01","False","-36.827386","-73.057134","0.0643501140768598","0.4","False","False","7"
"68","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.44","24.15","10:05","10:25","Concepción","Obispo Hipólito Salas","2","-73.057958","-36.826108","124.21002995991924","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::7","2025-07-01","False","-36.826874","-73.057471","0.09557064236037016","0.4","False","False","7"
"69","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.44","24.15","10:05","10:25","Concepción","Obispo Hipólito Salas","3","-73.058067","-36.825931","124.21002995991924","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::7","2025-07-01","False","-36.826108","-73.057958","0.02194281373331205","0.4","False","False","7"
"70","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.44","24.15","10:05","10:25","Concepción","Obispo Hipólito Salas","4","-73.05814","-36.825817","124.21002995991924","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::7","2025-07-01","False","-36.825931","-73.058067","0.014244471668933445","0.4","False","False","7"
"71","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.44","24.15","10:05","10:25","Concepción","Obispo Hipólito Salas","5","-73.058754","-36.824866","124.21002995991924","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::7","2025-07-01","False","-36.825817","-73.05814","0.11903379173008834","0.4","False","False","7"
"72","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.33","0.44","24.15","10:05","10:25","Concepción","Obispo Hipólito Salas","6","-73.059399","-36.823863","124.21002995991924","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::7","2025-07-01","False","-36.824866","-73.058754","0.12543782494231714","0.4","False","False","7"
"73","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","0","-73.351538","-37.477259","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","True","-36.823863","-73.059399","77.12993719864394","0.4","False","True","8"
"74","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","1","-73.350905","-37.477179","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","False","-37.477259","-73.351538","0.05656227623922149","0.4","False","False","8"
"75","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","2","-73.350563","-37.477126","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","False","-37.477179","-73.350905","0.030749471472047173","0.4","False","False","8"
"76","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","3","-73.350313","-37.477118","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","False","-37.477126","-73.350563","0.02207893003265145","0.4","False","False","8"
"77","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","4","-73.350109","-37.477122","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","False","-37.477118","-73.350313","0.018007272441473182","0.4","False","False","8"
"78","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","5","-73.349499","-37.477244","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","False","-37.477122","-73.350109","0.055511898524955555","0.4","False","False","8"
"79","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","6","-73.349258","-37.477297","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","False","-37.477244","-73.349499","0.022068228446078107","0.4","False","False","8"
"80","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml","0.25","0.49","23.26","18:10","18:25","Curanilahue","Sargento Aldea","7","-73.349203","-37.477314","128.98218348733877","2025-07-01","congestiones_duracion_Región del Bío-Bío_01_07_2025.kml::8","2025-07-01","False","-37.477297","-73.349258","0.005208538317828901","0.4","False","False","8"
